scientific_name,longitude,latitude
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,100.20208,27.02611
Pinus l.,99.97869,27.72922
Pinus l.,100.20208,27.02611
Pinus l.,89.876676,27.506783
Pinus l.,94.4,29.63
Pinus l.,89.3226,27.487
Pinus l.,89.359,27.493
Pinus l.,90.5,27.498
Pinus l.,89.8149,27.646
Pinus l.,90.6536,27.4927
Pinus massoniana,102.206261,31.905842
Pinus massoniana,103.59895,32.637983
Pinus massoniana,101.96,30.05
Pinus roxburghii,89.87,27.62
Pinus roxburghii,88.27,27.28
Pinus roxburghii,91.2,27.25
Pinus roxburghii,72.42,35.58
Pinus roxburghii,90.101669,27.296112
Pinus roxburghii,88.45,27.55
Pinus roxburghii,88.45,27.55
Pinus roxburghii,85.359974,28.209319
Pinus roxburghii,89.877043,27.498635
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,85.29,28.85
Pinus roxburghii,94.124275,28.581493
Pinus roxburghii,89.80121,27.63494
Pinus roxburghii,89.874724,27.622091
Pinus roxburghii,91.146444,27.541872
Pinus roxburghii,89.88224,27.501877
Pinus roxburghii,89.90258,27.556068
Pinus roxburghii,89.878372,27.502928
Pinus roxburghii,89.862178,27.641139
Pinus roxburghii,89.87813,27.502933
Pinus roxburghii,89.982598,27.516995
Pinus roxburghii,89.429403,27.417453
Pinus roxburghii,90.19136,27.213182
Pinus roxburghii,91.2,27.266667
Pinus roxburghii,89.85,27.616667
