"key","Name","lat","long","speciesKey.x","Name_new"
574710309,"Pinus armandii Franch.",27.501944,100.037778,5285203,"Pinus armandii"
574712422,"Pinus armandii Franch.",29,94,5285203,"Pinus armandii"
574736608,"Pinus armandii Franch.",29,92,5285203,"Pinus armandii"
574835450,"Pinus armandii Franch.",27.757472,98.578222,5285203,"Pinus armandii"
574853383,"Pinus armandii Franch.",27.7575,98.578333,5285203,"Pinus armandii"
574931206,"Pinus armandii Franch.",27.7575,98.578333,5285203,"Pinus armandii"
574977226,"Pinus armandii var. armandii",27.631944,98.6575,5285203,"Pinus armandii"
575030919,"Pinus armandii Franch.",27.7575,98.578333,5285203,"Pinus armandii"
575107830,"Pinus armandii Franch.",29.100833,101.504167,5285203,"Pinus armandii"
575190769,"Pinus armandii Franch.",28.266667,99.75,5285203,"Pinus armandii"
575299171,"Pinus armandii var. armandii",27.707222,98.545278,5285203,"Pinus armandii"
575307863,"Pinus armandii var. armandii",27.707222,98.545278,5285203,"Pinus armandii"
615371133,"Pinus armandii Franch.",29.95,94.88,5285203,"Pinus armandii"
615371135,"Pinus armandii Franch.",30,94.9,5285203,"Pinus armandii"
615371142,"Pinus armandii Franch.",31.67,102.78,5285203,"Pinus armandii"
890155881,"Pinus armandii Franch.",28.266667,99.75,5285203,"Pinus armandii"
919483947,"Pinus armandii Franch.",27.82308,99.706013,5285203,"Pinus armandii"
919483966,"Pinus armandii Franch.",27.82308,99.706013,5285203,"Pinus armandii"
919588235,"Pinus armandii Franch.",28.48611,98.911543,5285203,"Pinus armandii"
919588238,"Pinus armandii Franch.",27.177166,99.28717,5285203,"Pinus armandii"
919591270,"Pinus armandii Franch.",27.740736,98.66582,5285203,"Pinus armandii"
919591822,"Pinus armandii Franch.",28.48611,98.911543,5285203,"Pinus armandii"
919591866,"Pinus armandii Franch.",27.177166,99.28717,5285203,"Pinus armandii"
919591869,"Pinus armandii Franch.",28.48611,98.911543,5285203,"Pinus armandii"
919591890,"Pinus armandii Franch.",27.740736,98.66582,5285203,"Pinus armandii"
919591907,"Pinus armandii Franch.",27.177166,99.28717,5285203,"Pinus armandii"
919591913,"Pinus armandii Franch.",27.177166,99.28717,5285203,"Pinus armandii"
