FID,InclProb,POINT_X,POINT_Y
165,0.4080780,101.279166110999995,29.412500271500001
166,0.2433190,100.929166124999995,27.579167011500001
167,0.0634422,97.587499592499995,29.512500267499998
168,0.2868760,98.395832893500000,26.862500373500001
169,0.2391900,100.295832817000004,27.854167000499999
170,0.2450020,95.737499666500000,29.837500254500000
171,0.6357500,99.204166194500004,27.429167017499999
172,0.7859610,101.562499432999999,30.270833570499999
173,0.1119650,99.945832831499999,26.387500392500002
174,0.7060830,98.470832890500006,27.687500340500002
175,0.1302970,97.370832934500001,27.787500336499999
176,0.1011140,102.195832741000004,27.812500335500001
177,0.1142880,101.304166109999997,31.087500204500000
178,0.5852610,98.354166228500006,27.462500349500001
179,0.5393880,102.812499383000002,30.154166908499999
180,0.2284230,95.162499689499995,30.254166904500000
181,0.3385720,99.804166170499997,27.529167013500000
182,0.7820250,98.720832880499998,27.737500338499999
183,0.1422210,103.487499356000001,31.779166843500001
184,0.2057090,94.804166370499999,30.212500239499999
185,0.1195560,93.895833073500000,29.470833602500001
186,0.7136840,98.762499545500006,27.479167015500000
187,0.4980220,102.762499384999998,29.770833590500001
188,0.2274990,98.195832901499998,28.929166957500001
189,0.1633500,103.245832699000005,30.504166894499999
190,0.0892048,96.687499628500007,29.195833613500000
191,0.6017120,98.570832886500000,28.412500311500001
192,0.0897503,94.287499724499995,30.512500227499999
193,0.1018310,93.787499744499996,29.820833588500001
194,0.1720460,94.745833039499999,29.220833612500002
195,0.1363420,98.795832877500004,29.154166948499999
196,0.7787470,102.345832735000002,30.545833559500000
197,0.6126480,101.595832764999997,30.629166889499999
198,0.1729920,103.454166024000003,31.012500207500000
199,0.3916400,97.804166250500003,27.962500329499999
200,0.6297260,101.679166094999999,29.387500272499999
201,0.0553231,94.762499705500005,30.804166882499999
202,0.5826220,99.362499521499998,28.112500323500001
203,0.1583680,102.529166060999998,31.620833516499999
204,0.0401473,103.062499372999994,34.212500079500003
205,0.4513980,99.520832848500007,27.329167021500002
206,0.0005828,105.045832626999996,34.687500060500000
207,0.8130480,101.545832767999997,29.929166917500002
208,0.7237850,98.454166224500000,27.962500329499999
209,0.0953066,103.979166003000003,30.962500209500000
210,0.7694120,102.045832747999995,29.495833601499999
211,0.5890170,99.137499530499994,28.337500314500002
212,0.5877270,102.729166053000000,29.945833583500001
213,0.9088110,101.829166088999997,30.329166901499999
214,0.1829750,95.895832993499994,29.412500271500001
215,0.7363920,99.104166198499996,27.987500328500001
216,0.2426710,101.629166096999995,28.354166980500001
217,0.6824040,98.937499538500006,27.404167018500001
218,0.2285780,99.820832836500003,26.937500370500000
219,0.0672449,104.104165997999999,30.812500215499998
220,0.7772630,102.137499410000004,30.620833556499999
221,0.2316760,99.104166198499996,26.662500381499999
222,0.3457680,98.045832907499999,27.254167024499999
223,0.4146770,101.404166106000005,30.720833552500000
224,0.4420170,99.129166197499998,28.579166971500001
225,0.0978784,103.912499338999993,30.904166878500000
226,0.7080480,101.570832765999995,29.579166931500001
227,0.1030430,94.104166398499999,29.045833619500002
228,0.0571474,97.887499580500005,29.479166935500000
229,0.3694250,102.987499376000002,30.304166902500000
230,0.7532520,101.462499437000005,30.037500246499999
231,0.8144440,102.195832741000004,29.612500263499999
232,0.4400740,99.170832862500006,28.562500305499999
233,0.2224390,102.979166043000006,31.162500201499999
234,0.2314210,100.079166158999996,27.312500355499999
235,0.1218710,103.579166018999999,30.754166884499998
236,0.0162447,104.479165983000001,34.929166717500003
237,0.9337160,102.229166073000002,30.270833570499999
238,0.0015737,103.570832686000003,29.445833603499999
239,0.2347700,95.745832999499996,29.654166928500000
240,0.1494700,94.095833065500003,29.479166935500000
241,0.6394050,98.812499543499996,27.320833688499999
242,0.2178500,98.495832889499994,28.995833621500001
243,0.3426610,103.012499375000004,30.362500233500000
244,0.1871360,95.345833015500006,30.429166897500000
245,0.1858240,100.012499495000000,26.845833707499999
246,0.0878533,100.029166161999996,28.820833628500001
247,0.5639920,101.845832755000004,30.829166881500001
248,0.5570550,98.479166223500002,28.470833642500001
249,0.3362530,98.037499574500004,28.654166968500000
250,0.0539269,93.929166405499998,30.504166894499999
251,0.4891260,98.729166213499994,27.087500364499999
252,0.4497600,102.845832715000000,30.554166892500000
253,0.2504450,101.045832786999995,28.354166980500001
254,0.2405690,99.370832854499994,28.795833629499999
255,0.4525570,101.154166115999999,29.779166923500000
256,0.0143493,99.720832840499995,30.212500239499999
257,0.8709430,101.745832758999995,30.337500234499998
258,0.6798930,99.062499533500002,28.204166986499999
259,0.5361870,101.270832777999999,29.695833593500002
260,0.7187400,99.195832861499994,27.762500337500001
261,0.0724950,96.670832962500000,30.095833577499999
262,0.8135040,101.845832755000004,29.570833598499998
263,0.1556920,94.187499728500001,29.970833582499999
264,0.5295640,98.362499561500002,27.329167021500002
265,0.8913470,102.362499400999994,30.020833580500000
266,0.2661680,95.012499695499997,29.962500249500000
267,0.7663430,98.695832881499996,28.037500326499998
268,0.4022180,101.854166087999999,29.062500285500001
269,0.7942490,102.337499402000006,29.687500260499998
270,0.2264140,99.712499507499999,26.845833707499999
271,0.0159651,103.270832698000007,32.770833470500001
272,0.8662050,102.287499404000002,30.412500231500001
273,0.6209170,98.320832896499994,28.245833651500000
274,0.0822251,104.195832660999997,31.570833518499999
275,0.3817110,97.820832916499995,28.237500318500000
276,0.2002060,103.187499368000005,31.495833521500000
277,0.4673440,102.695832721000002,30.762500217500001
278,0.1861720,100.962499457999996,28.670833634499999
279,0.1723290,96.195832981500004,29.870833586500002
280,0.1416360,99.529166181500003,28.987500288500001
281,0.1493990,100.862499460999999,29.537500266500000
282,0.6368530,98.662499549499998,28.362500313500000
283,0.1216610,103.929166004999999,31.395833525499999
284,0.5624960,101.437499438000003,29.479166935500000
285,0.0675617,93.962499737499996,28.870833626500001
286,0.4810590,99.587499512500003,27.937500330500001
287,0.7000700,99.154166196500000,27.562500345499998
288,0.8976740,101.687499427999995,30.154166908499999
289,0.7397080,102.137499410000004,29.479166935500000
290,0.3954730,99.437499518500005,28.445833643499999
291,0.6491970,98.504166222500004,27.470833682500000
292,0.6486780,102.695832721000002,30.145833575499999
293,0.9073730,102.304166069999994,29.929166917500002
294,0.7878940,98.770832878500002,27.737500338499999
295,0.1398230,103.470832689999995,31.804166842499999
296,0.2524770,99.754166172500007,28.395833645500002
297,0.1182140,97.704166254499995,29.112500283500001
298,0.7661500,98.795832877500004,27.620833676499998
299,0.4101190,102.787499384000000,29.620833596499999
300,0.1485350,94.895833033499997,30.487500228500000
301,0.9043740,101.837499422999997,30.345833567500001
302,0.6124060,98.362499561500002,28.304166982500000
303,0.2790020,99.812499503500007,28.195833653499999
304,0.1863290,102.937499377999998,31.629166849499999
305,0.1338180,97.262499605499997,28.770833630500000
306,0.1647210,102.004166081999998,28.229166985500001
307,0.6642390,102.545832727000004,30.570833558499999
308,0.6674430,101.662499429999997,29.445833603499999
309,0.1149890,98.637499550499996,26.454167056500001
310,0.7110090,99.187499528499998,27.954166996500000
311,0.3774130,102.262499405000000,31.087500204500000
312,0.0763146,100.679166135000003,29.754166924500002
313,0.8529770,101.595832764999997,30.004166914500001
314,0.0642364,97.220832940500003,27.704167006500001
315,0.5509120,99.254166192499994,28.320833648499999
316,0.5537630,98.170832902499995,27.629167009500001
317,0.2131530,102.412499398999998,28.979166955499998
318,0.9959690,101.962499417000004,30.104166910499998
319,0.7618460,98.970832870500004,28.029166993499999
320,0.5198220,102.187499407999994,29.237500278500001
321,0.2781750,102.837499382000004,31.012500207500000
322,0.6834610,99.062499533500002,27.445833683499998
323,0.6016400,102.162499409999995,30.837500214500000
324,0.1730570,95.387499680499999,29.187500280500000
325,0.1673860,101.895832753999997,28.579166971500001
326,0.6935850,102.379166067000000,30.662500221500000
327,0.0196864,91.904166486500003,28.179166987500000
328,0.2225550,99.604166178499995,26.770833710500000
329,0.0693260,99.637499510500007,29.237500278500001
330,0.7988270,101.587499432000001,29.754166924500002
331,0.2087090,101.062499453000001,27.379167019499999
332,0.0890772,98.012499575500001,29.295833609500001
333,0.2823240,98.362499561500002,26.870833706500001
334,0.2775840,102.929166045000002,29.595833597500000
335,0.2029720,100.212499487000002,28.137500322499999
336,0.5973520,99.154166196500000,27.312500355499999
337,0.1794880,96.045832987500006,29.529166933500001
338,0.5897580,101.279166110999995,30.045833579500002
339,0.1090070,103.437499357999997,32.012500167500001
340,0.8774770,102.254166072000004,29.770833590500001
341,0.3816170,99.204166194500004,28.637500302500001
342,0.3661910,98.145832903499993,27.187500360500000
343,0.7583700,102.562499392999996,30.079166911500000
344,0.9527860,102.104166078999995,30.295833569500001
345,0.2425670,95.695833001500006,29.670833594499999
346,0.7902570,98.895832873499998,27.745833671500002
347,0.1667610,94.337499722499999,30.029166913499999
348,0.1208570,102.320832736000000,31.704166846500001
349,0.2116690,102.862499381000006,29.345833607500001
350,0.3323020,98.512499555500000,28.820833628500001
351,0.3792230,102.937499377999998,30.537500226500001
352,0.1994620,95.229166353500005,30.379166899499999
353,0.0864178,96.895832953500005,29.204166946499999
354,0.5884120,101.937499418000002,30.829166881500001
355,0.4234430,98.062499573500006,28.495833641499999
356,0.2510800,100.087499492999996,27.704167006500001
357,0.5191410,98.854166208500004,27.120833696500000
358,0.6913250,102.604166058000004,30.404166898500002
359,0.2125190,101.504166101999999,27.520833680500001
360,0.0216236,92.854166448499996,28.945833623500000
361,0.6667290,98.895832873499998,28.295833649500000
362,0.6803880,101.437499438000003,29.712500259500001
363,0.7052210,99.212499527500000,27.920833664500002
364,0.1946290,102.762499384999998,31.520833520499998
365,0.2483210,100.587499472000005,27.837500334500000
366,0.2069190,95.537499674499998,30.329166901499999
367,0.5068370,99.554166180500005,27.629167009500001
368,0.7256480,101.487499436999997,30.279166903499998
369,0.6573290,98.287499564499996,28.012500327500000
370,0.9268040,101.937499418000002,29.754166924500002
371,0.4997040,98.579166219499996,27.145833695499999
372,0.7382870,102.529166060999998,29.862500253499999
373,0.2744830,95.045833027499995,29.870833586500002
374,0.4588200,101.212499446999999,30.337500234499998
375,0.2991430,99.829166169499999,27.329167021500002
376,0.9807900,102.054166080000002,29.912500251499999
377,0.2717620,95.470833010500002,29.762500257500001
378,0.7365510,98.645832883500006,28.129166989500000
379,0.2506800,94.795833037500003,29.820833588500001
380,0.1706550,94.229166393499995,29.795833589499999
381,0.4382810,102.454166064000006,30.970833542499999
382,0.1203160,101.887499419999997,31.404166858499998
383,0.6856400,102.512499395000006,29.704166926500001
384,0.2720150,101.037499453999999,28.020833660499999
385,0.1856610,99.787499504500005,26.679167047499998
386,0.8506650,102.104166078999995,30.512500227499999
387,0.2388550,101.270832777999999,29.070833618500000
388,0.4114220,99.695832841500007,27.904166998499999
389,0.0164299,89.045833267500001,27.045833699500001
390,0.4814660,102.779166051000004,30.612500223500000
391,0.1365390,101.795832756999999,27.337500354500001
392,0.2166440,100.970832790000003,28.520833640500001
393,0.2992280,99.470832850500003,26.912500371499998
394,0.2427060,100.845832795999996,27.579167011500001
395,0.1960740,98.554166220499994,26.645833715500000
396,0.0227585,91.862499821499995,28.262500317499999
397,0.2284960,95.862499661499996,29.904166918500000
398,0.8732260,101.645832763000001,30.154166908499999
399,0.6719690,98.379166227499994,27.695833673500001
400,0.6771550,102.654166055999994,30.287500236500001
401,0.3776070,99.720832840499995,27.470833682500000
402,0.9526370,102.187499407999994,29.912500251499999
403,0.7729810,98.629166217500000,27.837500334500000
404,0.1216780,103.537499354000005,31.904166838500000
405,0.3002800,101.829166088999997,28.920833624499998
406,0.3054880,102.354166067999998,31.170833534500002
407,0.0901574,102.045832747999995,31.670833514500000
408,0.7105060,98.712499547500002,27.487500348499999
409,0.5079030,102.670832722000000,29.612500263499999
410,0.1480130,103.262499364999996,30.337500234499998
411,0.2690080,100.970832790000003,28.029166993499999
412,0.9102290,102.020832748000004,30.404166898500002
413,0.5735540,98.420832892500002,28.420833644500000
414,0.2908840,97.745832919500003,28.445833643499999
415,0.3180170,99.804166170499997,28.045833659500001
416,0.0341156,95.879166327500002,30.987500208499998
417,0.3160650,98.737499546500004,26.812500375500001
418,0.7839650,102.445832730999996,30.437500230500000
419,0.2288740,100.920832791999999,28.412500311500001
420,0.0933134,95.479166343499998,30.770833550500001
421,0.1136960,100.770832798000001,30.262500237499999
422,0.3892100,97.937499578499995,27.537500346500000
423,0.2666440,101.162499448999995,29.295833609500001
424,0.4111860,98.687499548500000,28.712500299500000
425,0.1463180,103.629166017000003,31.004166874500001
426,0.5442020,98.062499573500006,28.079166991499999
427,0.0030171,102.887499379999994,28.679166967499999
428,0.2481490,100.695832800999995,28.054166992500001
429,0.9578700,101.795832756999999,30.004166914500001
430,0.7584710,98.570832886500000,27.937500330500001
431,0.6361270,102.004166081999998,29.329166941499999
432,0.1960840,94.429166385499997,29.762500257500001
433,0.4936050,99.354166188500002,28.337500314500002
434,0.5416040,102.745832719000006,29.845833587500000
435,0.9918620,101.929166085999995,30.104166910499998
436,0.7008860,99.037499534500000,28.170833654500001
437,0.2924690,102.237499405999998,29.004166954500000
438,0.3044080,102.729166053000000,31.037500206499999
439,0.0518743,104.054165999999995,30.612500223500000
440,0.4151580,98.329166229500004,28.662500301500000
441,0.4853180,101.679166094999999,29.204166946499999
442,0.1395390,97.437499598499997,28.812500295500001
443,0.5578650,102.420832731999994,30.829166881500001
444,0.3739210,98.062499573500006,27.304167022500000
445,0.0178820,92.929166445500002,29.262500277499999
446,0.1141200,100.887499460000001,29.337500274500002
447,0.4872890,97.970832910499993,27.862500333500002
448,0.8165100,101.704166094000001,29.654166928500000
449,0.2524520,101.637499430999995,28.104166990500001
450,0.4814590,98.545832887499998,27.129167029500000
451,0.7824720,101.504166101999999,29.929166917500002
452,0.0850278,95.470833010500002,28.904166958499999
453,0.6674600,98.304166230500002,27.912500331499999
454,0.8110720,102.487499396000004,30.237500238500001
455,0.1934260,100.587499472000005,28.362500313500000
456,0.2784680,95.279166351499995,29.929166917500002
457,0.1347670,96.179166315499998,30.337500234499998
458,0.9466890,102.237499405999998,30.195833573500000
459,0.7769210,99.004166202500002,27.754167004500001
460,0.1676210,100.087499492999996,28.362500313500000
461,0.2630700,102.662499389000004,31.162500201499999
462,0.7299380,101.837499422999997,30.629166889499999
463,0.0869424,94.920833032499999,28.879166959500001
464,0.4476890,98.362499561500002,28.620833636499999
465,0.0780293,104.129165997000001,31.812500175499999
466,0.2435020,100.412499479000004,27.662500341499999
467,0.3161670,98.812499543499996,28.837500294500000
468,0.1754350,95.670833002500004,30.437500230500000
469,0.5379150,101.229166113000005,30.087500244499999
470,0.2091500,99.154166196500000,26.620833716500002
471,0.7995620,101.637499430999995,30.362500233500000
472,0.6728920,101.487499436999997,29.612500263499999
473,0.0857430,98.845832875499994,26.295833729500000
474,0.6223670,99.379166187500005,27.695833673500001
475,0.2650360,101.412499439000001,27.854167000499999
476,0.2463430,100.570832805999999,27.695833673500001
477,0.0191281,100.204166154999996,30.195833573500000
478,0.5425430,99.429166185499994,27.454167016500001
479,0.0387343,100.554166140999996,29.345833607500001
480,0.7725750,101.512499434999995,30.187500240500000
481,0.0490213,100.079166158999996,26.079167071499999
482,0.6304010,98.270832898500004,28.145833655499999
483,0.8946780,101.837499422999997,29.720833592500000
484,0.0487244,97.304166270500005,29.612500263499999
485,0.6080340,98.504166222500004,27.379167019499999
486,0.0647349,96.620832964499996,28.545833639500000
487,0.1280110,100.820832796000005,28.845833627499999
488,0.9959810,102.012499415999997,29.987500248500002
489,0.7640520,98.845832875499994,28.070833658500000
490,0.1153440,103.779166011000001,31.820833508500002
491,0.1377870,97.312499603500001,28.704166966500001
492,0.0448428,101.104166117999995,26.720833712499999
493,0.2323150,101.412499439000001,28.579166971500001
494,0.6554370,102.479166062999994,29.604166930500000
495,0.2794000,101.245832778999997,28.079166991499999
496,0.1203660,99.679166175500001,28.979166955499998
497,0.0412647,104.279165990999999,30.745833551499999
498,0.8150570,102.245832738999994,30.537500226500001
499,0.5129240,98.262499565499994,28.462500309500001
500,0.3259210,101.462499437000005,29.079166951500000
501,0.1184330,94.845833035499993,28.995833621500001
502,0.1159940,97.312499603500001,29.087500284499999
503,0.5049570,99.070832866499998,27.120833696500000
504,0.2114910,95.979166323499996,29.837500254500000
505,0.6156130,101.437499438000003,30.437500230500000
506,0.6997290,98.854166208500004,28.237500318500000
507,0.3284300,97.704166254499995,28.087500324499999
508,0.1148090,94.470833050500005,30.445833563499999
509,0.4521120,101.912499419000000,30.970833542499999
510,0.6064220,99.279166191499996,27.429167017499999
511,0.0090621,88.362499961500006,28.145833655499999
512,0.8543740,101.687499427999995,30.304166902500000
513,0.7641590,98.587499552500006,27.895833665500000
514,0.6181100,102.129166077999997,29.329166941499999
515,0.4119200,99.554166180500005,28.262500317499999
516,0.3812830,99.737499506500001,27.562500345499998
517,0.0901227,96.320832976500000,29.087500284499999
518,0.9529820,102.212499406999996,29.954166916500000
519,0.7928620,98.754166212499996,27.812500335500001
520,0.1172370,93.937499738499994,29.337500274500002
521,0.2286560,102.404166066000002,31.287500196500002
522,0.7311280,98.670832882499994,27.562500345499998
523,0.0952804,101.545832767999997,27.020833700499999
524,0.2489310,100.812499462999995,28.170833654500001
525,0.1364870,95.095833025499999,30.579166891500002
526,0.7652350,101.870832754999995,30.595833557500001
527,0.3110270,101.570832765999995,28.987500288500001
528,0.3462910,99.737499506500001,28.104166990500001
529,0.1167980,97.129166277500005,28.954166956500000
530,0.7537460,102.537499393999994,30.354166900500001
531,0.1184650,100.762499465000005,30.179166907500001
532,0.1859060,96.029166321500000,30.145833575499999
533,0.3868490,101.220832779999995,29.454166936499998
534,0.6454690,101.770832757999997,30.704166886500001
535,0.0909364,99.445832851500001,26.145833735499998
536,0.2556460,95.062499693500001,29.529166933500001
537,0.0346610,100.670832802999996,26.420833724500000
538,0.6294560,101.662499429999997,29.395833605499998
539,0.0077676,97.970832910499993,26.270833730500001
540,0.6594420,99.154166196500000,28.179166987500000
541,0.2123790,100.870832793999995,27.395833685500001
542,0.1293920,98.295832897500006,26.620833716500002
543,0.0165456,93.995833069499994,28.329166981499998
544,0.8814100,101.687499427999995,29.837500254500000
545,0.5247270,99.387499520500000,28.229166985500001
546,0.6159940,98.304166230500002,27.612500343499999
547,0.5726890,102.712499386999994,29.845833587500000
548,0.0812782,100.879166127000005,30.679166887499999
549,0.0567928,103.337499362000003,32.354166820499998
550,0.9744270,102.054166080000002,30.237500238500001
551,0.4608520,102.229166073000002,29.187500280500000
552,0.5021920,102.470832729999998,29.370833606500000
553,0.7051450,102.329166068999996,30.670833554500000
554,0.4830520,98.220832900500000,28.495833641499999
555,0.1345930,96.320832976500000,30.145833575499999
556,0.2728910,97.829166249500005,27.370833686499999
557,0.4327370,101.329166108999999,30.604166890500000
558,0.4317670,99.062499533500002,28.620833636499999
559,0.8514190,101.720832760999997,29.712500259500001
560,0.4790790,99.604166178499995,27.854167000499999
561,0.0379957,103.604166018000001,33.904166758499997
562,0.2072460,95.729166333500004,30.262500237499999
563,0.5682440,99.295832857500002,27.354167020500000
564,0.1541610,96.029166321500000,29.345833607500001
565,0.6770870,101.395832772999995,29.812500255500002
566,0.1314730,97.329166269500007,27.962500329499999
567,0.8896480,102.154166075999996,29.720833592500000
568,0.0690163,97.037499614500007,29.429166937500000
569,0.4268740,98.179166235500006,27.287500356500001
570,0.9805550,102.154166075999996,30.112500243500001
571,0.7763000,99.020832868499994,27.804167002500002
572,0.0935600,98.545832887499998,26.429167057499999
573,0.0167862,88.787499944499999,27.895833665500000
574,0.3120870,102.720832720000004,29.345833607500001
575,0.2651500,98.362499561500002,28.904166958499999
576,0.1685960,95.395833013499995,30.495833561500000
577,0.3392430,97.920832912500003,28.545833639500000
578,0.2014670,101.304166109999997,28.870833626500001
579,0.2451360,100.120832824000004,27.804167002500002
580,0.6347360,102.629166057000006,30.512500227499999
