key,scientificName,latitude,longitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,datasetName,recordedBy,identifiedBy,inCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,verbatimEventDate,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,catalogNumber,institutionCode,eventTime,http://unknown.org/captive,identificationID,occurrenceRemarks,projectId,individualCount,organismName,identificationVerificationStatus,higherClassification,recordNumber,http://unknown.org/taxonRankID,taxonConceptID,http://unknown.org/species,institutionKey,collectionKey,datasetID,eventID,institutionID,locality,type,organismRemarks,networkKeys,elevation,elevationAccuracy,samplingProtocol,nomenclaturalCode,higherGeography,county,verbatimCoordinateSystem,disposition,fieldNotes,startDayOfYear,http://unknown.org/CatalogNumberNumeric,ownerInstitutionCode,verbatimElevation,collectionID,http://unknown.org/LatestDateCollected,informationWithheld,identificationRemarks,dataGeneralizations,otherCatalogNumbers,preparations,continent,nomenclaturalStatus,fieldNumber,bibliographicCitation,habitat,endDayOfYear,materialSampleID,language,vernacularName,acceptedNameUsage,georeferenceVerificationStatus,georeferenceRemarks,parentNameUsageID,acceptedNameUsageID,accessRights,parentNameUsage,infraspecificEpithet,dynamicProperties,municipality,georeferenceProtocol,eventRemarks,organismID,establishmentMeans,reproductiveCondition,verbatimIdentification,name,http://unknown.org/recordID,rights,georeferenceSources,organismQuantityType,taxonRemarks,locationID,source,coordinatePrecision,previousIdentifications,typeStatus,georeferencedBy,georeferencedDate,http://unknown.org/rights,http://unknown.org/language,http://unknown.org/rightsHolder,associatedSequences,locationAccordingTo
147047370,Pinus L.,28.0678,98.3336,"bri,gass84",861f9a3c-f762-11e1-a439-00145eb45e9a,485ff490-e3b7-11db-9acc-b8a03c50a862,601f403a-f762-11e1-a439-00145eb45e9a,US,DIGIR,2022-04-22T04:42:17.933+00:00,2022-04-26T07:49:48.540+00:00,105,485ff490-e3b7-11db-9acc-b8a03c50a862,OCCURRENCE,PRESENT,2684241,6,7707728,194,640,3925,2684241,NA,2684241,Pinus L.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,NA,Pinus,NA,GENUS,ACCEPTED,NE,NA,NA,Yunnan,2004,10,31,2004-10-31T00:00:00,NA,2022-04-26T07:49:48.540+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,Gaoligong Shan Biodiversity Survey,NA,FALSE,WGS84,Pinopsida,CN,China,NA,NA,NA,NA,Hengduan,147047370,NA,NA,NA,52073,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e0a49e1-2be3-4028-911c-47cf84c9aa66,NA,NA,NA,NA,W side of the Dulong Jiang ca.1.5 direct km SE of Dizhengdang and ca. 21 direct km N of Kongdang.,NA,NA,,NA,NA,NA,NA,NA,Gongshan Zizhixian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus L.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575086881,Pinus bhutanica Grierson et al.,28.067778,98.333611,"gass84,inmano",bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,f6fe707e-cced-4efc-b5dc-be4c91b8180a,GB,DWC_ARCHIVE,2022-08-08T15:34:16.599+00:00,2022-08-08T15:56:25.014+00:00,250,98e934b0-5f31-11de-b67e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5285050,6,7707728,194,640,3925,2684241,5285050,5285050,Pinus bhutanica Grierson et al.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus bhutanica,Pinus,bhutanica,SPECIES,ACCEPTED,LC,NA,NA,Yunnan,2004,10,31,2004-10-31T00:00:00,2007-08-30T00:00:00.000+00:00,2022-08-08T15:56:25.014+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,TRUE,Royal Botanic Garden Edinburgh Herbarium,Gaoligong Shan Biotic Survey Expedition - Autumn 2004,NA,TRUE,WGS84,Pinopsida,CN,China,NA,http://data.rbge.org.uk/herb/E00258448,NA,2004-10-31,E,575086881,NA,http://data.rbge.org.uk/herb/E00258448,NA,E00258448,E,NA,NA,NA,clearing,NA,NA,NA,NA,NA,21658,NA,NA,NA,NA,NA,NA,NA,NA,W side of the Dulong Jiang ca. 1.5 direct km SE of Dizhengdang (Lengdang) and ca. 21 direct km N of Kongdang.,PhysicalObject,NA,,1920,0,NA,ICBN,"Inner China, Korea and Taiwan",Gongshan,degrees minutes seconds,NA,Tree to 3 m tall. Disturbed secondary forest and scrub. Growing in cliff crevice.,305,00258448,E,1920 M,http://biocol.org/urn:lsid:biocol.org:col:15670,2004-10-31,NA,NA,NA,BGBASE:266842,herbarium specimen of unspecified type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus bhutanica Grierson et al.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423599029,Pinus bhutanica Grierson et al.,28.088056,98.325833,"gass84,inmano",bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,f6fe707e-cced-4efc-b5dc-be4c91b8180a,GB,DWC_ARCHIVE,2022-08-08T15:34:16.599+00:00,2022-08-08T15:56:29.652+00:00,250,98e934b0-5f31-11de-b67e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5285050,6,7707728,194,640,3925,2684241,5285050,5285050,Pinus bhutanica Grierson et al.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus bhutanica,Pinus,bhutanica,SPECIES,ACCEPTED,LC,NA,NA,Yunnan,2004,10,29,2004-10-29T00:00:00,2016-10-19T00:00:00.000+00:00,2022-08-08T15:56:29.652+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,TRUE,Royal Botanic Garden Edinburgh Herbarium,Gaoligong Shan Biotic Survey Expedition - Autumn 2004,NA,TRUE,WGS84,Pinopsida,CN,China,NA,http://data.rbge.org.uk/herb/E00658596,NA,2004-10-29,E,1423599029,NA,http://data.rbge.org.uk/herb/E00658596,NA,E00658596,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,21419,NA,NA,NA,NA,NA,NA,NA,NA,"Gongshan Zizhixian, Dulongjiang Xiang. W side of the Dulong Jiang in the vicinity of Xiongdang pass ca. 1 km N of Dizhengdang (Lengdang) and ca. 23.5 direct km N of Kongdang ",PhysicalObject,NA,,2000,0,NA,ICBN,"Inner China, Korea and Taiwan",NA,degrees minutes seconds,NA,Tree ca. 20 m tall. Occasional Subtropical evergreen broadleaf forest. Disturbed by felling. Slightly disturbed by human activity such as fire wood collecting. Growing along river bank. In loam on marble,303,00658596,E,2000 M,http://biocol.org/urn:lsid:biocol.org:col:15670,2004-10-29,NA,NA,NA,BGBASE:674360,fruit collection/cone collection (unmounted) (carpological collection),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus bhutanica Grierson et al.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423599389,Pinus bhutanica Grierson et al.,28.088056,98.325833,"gass84,inmano",bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,f6fe707e-cced-4efc-b5dc-be4c91b8180a,GB,DWC_ARCHIVE,2022-08-08T15:34:16.599+00:00,2022-08-08T15:56:04.621+00:00,250,98e934b0-5f31-11de-b67e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5285050,6,7707728,194,640,3925,2684241,5285050,5285050,Pinus bhutanica Grierson et al.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus bhutanica,Pinus,bhutanica,SPECIES,ACCEPTED,LC,NA,NA,Yunnan,2004,10,29,2004-10-29T00:00:00,2016-10-19T00:00:00.000+00:00,2022-08-08T15:56:04.621+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,TRUE,Royal Botanic Garden Edinburgh Herbarium,Gaoligong Shan Biotic Survey Expedition - Autumn 2004,NA,TRUE,WGS84,Pinopsida,CN,China,NA,http://data.rbge.org.uk/herb/E00822160,NA,2004-10-29,E,1423599389,NA,http://data.rbge.org.uk/herb/E00822160,NA,E00822160,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,21419,NA,NA,NA,NA,NA,NA,NA,NA,"Gongshan Zizhixian, Dulongjiang Xiang. W side of the Dulong Jiang in the vicinity of Xiongdang pass ca. 1 km N of Dizhengdang (Lengdang) and ca. 23.5 direct km N of Kongdang ",PhysicalObject,NA,,2000,0,NA,ICBN,"Inner China, Korea and Taiwan",NA,degrees minutes seconds,NA,Tree ca. 20 m tall. Occasional Subtropical evergreen broadleaf forest. Disturbed by felling. Slightly disturbed by human activity such as fire wood collecting. Growing along river bank. In loam on marble,303,00822160,E,2000 M,http://biocol.org/urn:lsid:biocol.org:col:15670,2004-10-29,NA,NA,NA,BGBASE:836158,herbarium specimen of unspecified type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus bhutanica Grierson et al.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426075624,Pinus bhutanica Grierson et al.,28.088079,98.325951,"cdround,gass84,colmafu",f934f8e2-32ca-46a7-b2f8-b032a4740454,66522820-055c-11d8-b84e-b8a03c50a862,a43950ae-eb88-4ef4-bfff-43bcf12885ad,US,DWC_ARCHIVE,2022-08-11T05:36:57.052+00:00,2022-08-11T05:46:21.572+00:00,544,66522820-055c-11d8-b84e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5285050,6,7707728,194,640,3925,2684241,5285050,5285050,Pinus bhutanica Grierson et al.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus bhutanica,Pinus,bhutanica,SPECIES,ACCEPTED,LC,2005-05-01T00:00:00,NA,Yunnan,2004,10,29,2004-10-29T00:00:00,2016-03-15T11:32:40.000+00:00,2022-08-11T05:46:21.572+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,B. Bartholomew,TRUE,WGS84,Pinopsida,CN,China,NA,urn:catalog:CAS:BOT-BC:496465,NA,29 Oct 2004,BOT-BC,1426075624,NA,urn:catalog:CAS:BOT-BC:496465,NA,496465,CAS,NA,NA,NA,Tree ca. 20 m tall. cone separate (CAS 1070810).,NA,NA,NA,NA,"Plantae, Streptophyta, Embryophyta, Spermatophyta, Gymnospermae, Pinopsida, Pinales, Pinaceae",21419,NA,NA,NA,d2a27206-87ab-47ea-b5fc-d2e57054b688,b70854fa-d05f-4512-a3ef-c103567657d4,NA,NA,http://grscicoll.org/institution/california-academy-sciences,W side of the Dulong Jiang in the vicinity of Xiongdang pass ca. 1 km N of Dizhengdang (Lengdang) and ca. 23.5 direct km N of Kongdang.,Physical Object,NA,,2000,NA,NA,ICBN,"Asia, China, Yunnan, Gongshan Autonomous County",Gongshan Autonomous County,degrees minutes seconds,NA,NA,303,NA,NA,2000 m,http://grscicoll.org/institutional-collection/botany,NA,NA,NA,NA,urn:catalog:CAS:BOT:1059975,NA,ASIA,NA,NA,NA,Slightly disturbed by human activity such as fire wood collecting. Growing along river bank.,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,vegetation:Subtropical evergreen broadleaf forest; aspect:SE; baserock:marble; slope:30-60; disturbance:marble; frequency:Occasional; substrate:loam,Dulongjiang Xiang,Specimen coord.,NA,NA,NA,NA,NA,Pinus bhutanica Grierson et al.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426137654,Pinus bhutanica Grierson et al.,28.067781,98.333618,"cdround,gass84,colmafu",f934f8e2-32ca-46a7-b2f8-b032a4740454,66522820-055c-11d8-b84e-b8a03c50a862,a43950ae-eb88-4ef4-bfff-43bcf12885ad,US,DWC_ARCHIVE,2022-08-11T05:36:57.052+00:00,2022-08-11T05:46:21.412+00:00,544,66522820-055c-11d8-b84e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5285050,6,7707728,194,640,3925,2684241,5285050,5285050,Pinus bhutanica Grierson et al.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus bhutanica,Pinus,bhutanica,SPECIES,ACCEPTED,LC,2005-06-01T00:00:00,NA,Yunnan,2004,10,31,2004-10-31T00:00:00,2016-03-15T11:31:22.000+00:00,2022-08-11T05:46:21.412+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,B. Bartholomew,TRUE,WGS84,Pinopsida,CN,China,NA,urn:catalog:CAS:BOT-BC:496464,NA,31 Oct 2004,BOT-BC,1426137654,NA,urn:catalog:CAS:BOT-BC:496464,NA,496464,CAS,NA,NA,NA,Tree to 3 m tall. Cone separate (CAS 1070959).,NA,NA,NA,NA,"Plantae, Streptophyta, Embryophyta, Spermatophyta, Gymnospermae, Pinopsida, Pinales, Pinaceae",21658,NA,NA,NA,d2a27206-87ab-47ea-b5fc-d2e57054b688,b70854fa-d05f-4512-a3ef-c103567657d4,NA,NA,http://grscicoll.org/institution/california-academy-sciences,W side of the Dulong Jiang ca. 1.5 direct km SE of Dizhengdang (Lengdang) and ca. 21 direct km N of Kongdang.,Physical Object,NA,,1920,NA,NA,ICBN,"Asia, China, Yunnan, Gongshan Autonomous County",Gongshan Autonomous County,degrees minutes seconds,NA,NA,305,NA,NA,1920 m,http://grscicoll.org/institutional-collection/botany,NA,NA,NA,NA,urn:catalog:CAS:BOT:1060253,NA,ASIA,NA,NA,NA,Disturbed secondary forest and scrub. Growing in cliff crevice.,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,vegetation:Subtropical evergreen broadleaf forest; aspect:E; baserock:decomposed granite; slope:60+; disturbance:decomposed granite; frequency:Occasional; substrate:loam,Dulongjiang Xiang,Specimen coord.,NA,NA,NA,NA,NA,Pinus bhutanica Grierson et al.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147047405,Pinus armandii Franch.,27.7581,98.5775,"bri,gass84",861f9a3c-f762-11e1-a439-00145eb45e9a,485ff490-e3b7-11db-9acc-b8a03c50a862,601f403a-f762-11e1-a439-00145eb45e9a,US,DIGIR,2022-04-22T04:42:17.933+00:00,2022-04-26T07:49:50.779+00:00,105,485ff490-e3b7-11db-9acc-b8a03c50a862,OCCURRENCE,PRESENT,5285203,6,7707728,194,640,3925,2684241,5285203,5285203,Pinus armandii Franch.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus armandii,Pinus,armandii,SPECIES,ACCEPTED,LC,NA,NA,Yunnan,2004,11,13,2004-11-13T00:00:00,NA,2022-04-26T07:49:50.779+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,NA,TRUE,WGS84,Pinopsida,CN,China,NA,NA,NA,NA,Hengduan,147047405,NA,NA,NA,53047,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e0a49e1-2be3-4028-911c-47cf84c9aa66,NA,NA,NA,NA,E side of Gaoligong Shan at km 28 on the road from Gongshan to Kongdang.,NA,NA,,NA,NA,NA,NA,NA,Gongshan Zizhixian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus armandii Franch.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147047407,Pinus L.,27.7817,98.4744,"bri,gass84",861f9a3c-f762-11e1-a439-00145eb45e9a,485ff490-e3b7-11db-9acc-b8a03c50a862,601f403a-f762-11e1-a439-00145eb45e9a,US,DIGIR,2022-04-22T04:42:17.933+00:00,2022-04-26T07:49:51.106+00:00,105,485ff490-e3b7-11db-9acc-b8a03c50a862,OCCURRENCE,PRESENT,2684241,6,7707728,194,640,3925,2684241,NA,2684241,Pinus L.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,NA,Pinus,NA,GENUS,ACCEPTED,NE,NA,NA,Yunnan,2004,11,11,2004-11-11T00:00:00,NA,2022-04-26T07:49:51.106+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,Gaoligong Shan Biodiversity Survey,NA,FALSE,WGS84,Pinopsida,CN,China,NA,NA,NA,NA,Hengduan,147047407,NA,NA,NA,53124,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e0a49e1-2be3-4028-911c-47cf84c9aa66,NA,NA,NA,NA,E side of Gaoligong Shan at km 46 on the road from Gongshan to Kongdang.,NA,NA,,NA,NA,NA,NA,NA,Gongshan Zizhixian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus L.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147047408,Pinus yunnanensis Franch.,27.7817,98.4744,"bri,gass84",861f9a3c-f762-11e1-a439-00145eb45e9a,485ff490-e3b7-11db-9acc-b8a03c50a862,601f403a-f762-11e1-a439-00145eb45e9a,US,DIGIR,2022-04-22T04:42:17.933+00:00,2022-04-26T07:49:51.084+00:00,105,485ff490-e3b7-11db-9acc-b8a03c50a862,OCCURRENCE,PRESENT,5285783,6,7707728,194,640,3925,2684241,5285783,5285783,Pinus yunnanensis Franch.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus yunnanensis,Pinus,yunnanensis,SPECIES,ACCEPTED,LC,NA,NA,Yunnan,2004,11,11,2004-11-11T00:00:00,NA,2022-04-26T07:49:51.084+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,NA,TRUE,WGS84,Pinopsida,CN,China,NA,NA,NA,NA,Hengduan,147047408,NA,NA,NA,53131,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e0a49e1-2be3-4028-911c-47cf84c9aa66,NA,NA,NA,NA,E side of Gaoligong Shan at km 46 on the road from Gongshan to Kongdang.,NA,NA,,NA,NA,NA,NA,NA,Gongshan Zizhixian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus yunnanensis Franch.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147047411,Pinus yunnanensis Franch.,27.7586,98.5914,"bri,gass84",861f9a3c-f762-11e1-a439-00145eb45e9a,485ff490-e3b7-11db-9acc-b8a03c50a862,601f403a-f762-11e1-a439-00145eb45e9a,US,DIGIR,2022-04-22T04:42:17.933+00:00,2022-04-26T07:49:51.063+00:00,105,485ff490-e3b7-11db-9acc-b8a03c50a862,OCCURRENCE,PRESENT,5285783,6,7707728,194,640,3925,2684241,5285783,5285783,Pinus yunnanensis Franch.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus yunnanensis,Pinus,yunnanensis,SPECIES,ACCEPTED,LC,NA,NA,Yunnan,2004,11,12,2004-11-12T00:00:00,NA,2022-04-26T07:49:51.063+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,NA,TRUE,WGS84,Pinopsida,CN,China,NA,NA,NA,NA,Hengduan,147047411,NA,NA,NA,53191,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e0a49e1-2be3-4028-911c-47cf84c9aa66,NA,NA,NA,NA,E side of Gaoligong Shan on the road from Gongshan to Kongdang.,NA,NA,,NA,NA,NA,NA,NA,Gongshan Zizhixian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus yunnanensis Franch.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147047412,Pinus yunnanensis Franch.,28.0017,98.6267,"bri,gass84",861f9a3c-f762-11e1-a439-00145eb45e9a,485ff490-e3b7-11db-9acc-b8a03c50a862,601f403a-f762-11e1-a439-00145eb45e9a,US,DIGIR,2022-04-22T04:42:17.933+00:00,2022-04-26T07:49:51.044+00:00,105,485ff490-e3b7-11db-9acc-b8a03c50a862,OCCURRENCE,PRESENT,5285783,6,7707728,194,640,3925,2684241,5285783,5285783,Pinus yunnanensis Franch.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus yunnanensis,Pinus,yunnanensis,SPECIES,ACCEPTED,LC,NA,NA,Yunnan,2004,11,13,2004-11-13T00:00:00,NA,2022-04-26T07:49:51.044+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,NA,TRUE,WGS84,Pinopsida,CN,China,NA,NA,NA,NA,Hengduan,147047412,NA,NA,NA,53200,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e0a49e1-2be3-4028-911c-47cf84c9aa66,NA,NA,NA,NA,W side of the Nujiang near the first turn of the river between Gongshan and Binzhongluo.,NA,NA,,NA,NA,NA,NA,NA,Gongshan Zizhixian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus yunnanensis Franch.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426082984,Pinus yunnanensis Franch.,27.758889,98.591667,"cdround,gass84,colmafu",f934f8e2-32ca-46a7-b2f8-b032a4740454,66522820-055c-11d8-b84e-b8a03c50a862,a43950ae-eb88-4ef4-bfff-43bcf12885ad,US,DWC_ARCHIVE,2022-08-11T05:36:57.052+00:00,2022-08-11T05:46:37.672+00:00,544,66522820-055c-11d8-b84e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5285783,6,7707728,194,640,3925,2684241,5285783,5285783,Pinus yunnanensis Franch.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus yunnanensis,Pinus,yunnanensis,SPECIES,ACCEPTED,LC,2008-12-01T00:00:00,NA,Yunnan,2004,11,12,2004-11-12T00:00:00,2016-04-08T10:43:03.000+00:00,2022-08-11T05:46:37.672+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,Bruce Bartholomew,TRUE,WGS84,Pinopsida,CN,China,NA,urn:catalog:CAS:BOT-BC:499228,NA,12 Nov 2004,BOT-BC,1426082984,NA,urn:catalog:CAS:BOT-BC:499228,NA,499228,CAS,NA,NA,NA,Tree ca. 6 m tall.,NA,NA,NA,NA,"Plantae, Streptophyta, Embryophyta, Spermatophyta, Gymnospermae, Pinopsida, Pinales, Pinaceae",23103,NA,NA,NA,d2a27206-87ab-47ea-b5fc-d2e57054b688,b70854fa-d05f-4512-a3ef-c103567657d4,NA,NA,http://grscicoll.org/institution/california-academy-sciences,E side of Gaoligong Shan on the road from Gongshan to Kongdang.,Physical Object,NA,,2530,NA,NA,ICBN,"Asia, China, Yunnan, Gongshan Autonomous County",Gongshan Autonomous County,degrees minutes seconds,NA,NA,317,NA,NA,2530 m,http://grscicoll.org/institutional-collection/botany,NA,NA,NA,NA,urn:catalog:CAS:BOT:1061734,NA,ASIA,NA,NA,NA,Evergreen forest with Pinus yunnanensis on drier slopes. Growing in forest.,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,vegetation:Subtropical evergreen broadleaf forest; aspect:S; baserock:decomposed granite; slope:10-30; disturbance:decomposed granite; frequency:Common; substrate:loam,Cikai Zheng,Specimen coord.,NA,NA,NA,NA,NA,Pinus yunnanensis Franch.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426104918,Pinus armandii Franch.,27.758056,98.577778,"cdround,gass84,colmafu",f934f8e2-32ca-46a7-b2f8-b032a4740454,66522820-055c-11d8-b84e-b8a03c50a862,a43950ae-eb88-4ef4-bfff-43bcf12885ad,US,DWC_ARCHIVE,2022-08-11T05:36:57.052+00:00,2022-08-11T05:46:38.557+00:00,544,66522820-055c-11d8-b84e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5285203,6,7707728,194,640,3925,2684241,5285203,5285203,Pinus armandii Franch.,Plantae,Tracheophyta,Pinales,Pinaceae,Pinus,Pinus armandii,Pinus,armandii,SPECIES,ACCEPTED,LC,2008-12-01T00:00:00,NA,Yunnan,2004,11,13,2004-11-13T00:00:00,2016-03-15T10:28:05.000+00:00,2022-08-11T05:46:38.557+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,TRUE,NA,Gaoligong Shan Biodiversity Survey,Bruce Bartholomew,TRUE,WGS84,Pinopsida,CN,China,NA,urn:catalog:CAS:BOT-BC:496457,NA,13 Nov 2004,BOT-BC,1426104918,NA,urn:catalog:CAS:BOT-BC:496457,NA,496457,CAS,NA,NA,NA,Tree 30-35 m tall. Male inflorescences brown.,NA,NA,NA,NA,"Plantae, Streptophyta, Embryophyta, Spermatophyta, Gymnospermae, Pinopsida, Pinales, Pinaceae",22629,NA,NA,NA,d2a27206-87ab-47ea-b5fc-d2e57054b688,b70854fa-d05f-4512-a3ef-c103567657d4,NA,NA,http://grscicoll.org/institution/california-academy-sciences,E side of Gaoligong Shan at Km 28 on the road from Gongshan to Kongdang.,Physical Object,NA,,2550,NA,NA,ICBN,"Asia, China, Yunnan, Gongshan Autonomous County",Gongshan Autonomous County,degrees minutes seconds,NA,NA,318,NA,NA,2550 m,http://grscicoll.org/institutional-collection/botany,NA,NA,NA,NA,urn:catalog:CAS:BOT:1061753,NA,ASIA,NA,NA,NA,Evergreen forest mixed with Pinus and Tsuga. Growing in forest.,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,vegetation:Subtropical evergreen broadleaf forest; aspect:NE; baserock:limestone; slope:30-60; disturbance:limestone; frequency:Common; substrate:loam,Cikai Zheng,Specimen coord.,NA,NA,NA,NA,NA,Pinus armandii Franch.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
