name,longitude,latitude,prov,date,key
Pinus yunnanensis,99.68448667,27.033875,inat,2017/12/14,100998794
Pinus yunnanensis,102.7956692,25.10313769,inat,2021/10/27,99525634
Pinus tabuliformis,116.270911,40.17373297,inat,2021/6/1,92817370
Pinus yunnanensis,100.1804463,26.92158564,inat,2021/8/21,92787251
Pinus henryi,171.2263529,-44.58650839,inat,2021/8/18,91605849
Pinus tabuliformis,116.0876222,40.058625,inat,2021/6/26,89752727
Pinus tabuliformis,117.97015,27.669696,inat,2021/7/23,88280059
Pinus tabuliformis,116.338822,39.999147,inat,2021/7/3,85460115
Pinus tabuliformis,116.5100021,40.02000046,inat,2021/5/13,78542701
Pinus tabuliformis,116.5063019,40.02199173,inat,2021/5/6,77563235
Pinus tabuliformis,-73.88008,40.86328667,inat,2021/5/2,76508734
Pinus tabuliformis,114.1509729,22.35249845,inat,2021/5/2,76432007
Pinus tabuliformis,116.4840095,39.79379452,inat,2021/4/24,74988663
Pinus tabuliformis,116.3509632,40.01470263,inat,2021/4/10,73458090
Pinus tabuliformis,121.3849345,37.37473638,inat,2021/4/4,72869871
Pinus tabuliformis,-6.274072789,53.37445301,inat,2021/4/3,72800197
Pinus tabuliformis,116.131636,39.872903,inat,2021/3/13,71232540
Pinus yunnanensis,100.0046716,27.18034141,inat,2020/11/14,71199633
Pinus yunnanensis,102.7517113,25.17174006,inat,2021/2/12,69813107
Pinus yunnanensis,100.4907546,24.98421938,inat,2021/2/16,69653922
Pinus tabuliformis,118.200692,39.624437,inat,2020/11/11,69612082
Pinus tabuliformis,118.200692,39.624437,inat,2020/11/11,69612081
Pinus tabuliformis,118.200692,39.624437,inat,2020/11/11,69612080
Pinus tabuliformis,118.200692,39.624437,inat,2020/11/11,69612079
Pinus tabuliformis,118.200692,39.624437,inat,2020/11/11,69612078
Pinus tabuliformis,118.200692,39.624437,inat,2020/10/11,69612077
Pinus tabuliformis,118.200692,39.624437,inat,2020/10/11,69612076
Pinus yunnanensis,100.4251504,25.49027352,inat,2021/2/15,69598245
Pinus yunnanensis,98.69676043,28.66629739,inat,2009/9/15,69574939
Pinus yunnanensis,100.66993,23.593932,inat,2021/2/3,68996493
Pinus yunnanensis,100.708138,23.524202,inat,2021/1/28,68716053
Pinus yunnanensis,100.2537766,27.10255241,inat,2021/1/2,67437048
Pinus tabuliformis,-2.388280097,53.32502896,inat,2020/12/19,66776346
Pinus tabuliformis,116.2073485,39.99452922,inat,2020/12/5,66119788
Pinus tabuliformis,116.5373893,39.82247236,inat,2020/10/21,63153432
Pinus tabuliformis,116.5373893,39.82247236,inat,2020/10/21,63153404
Pinus tabuliformis,116.2025967,39.99581333,inat,2020/9/21,60490100
Pinus tabuliformis,14.41638889,50.11888889,inat,2018/3/25,58290893
Pinus yunnanensis,100.8002853,27.74829483,inat,2020/7/30,54827533
Pinus tabuliformis,116.0115814,40.35697006,inat,2012/6/6,49060730
Pinus tabuliformis,115.4274474,39.95937548,inat,2012/6/5,49013368
Pinus tabuliformis,123.3944885,41.78197857,inat,2020/6/5,48519673
Pinus tabuliformis,116.6183598,39.76396364,inat,2020/5/27,47494003
Pinus yunnanensis,100.1687071,26.92183047,inat,2020/5/16,46216383
Pinus yunnanensis,100.1687071,26.92183047,inat,2020/5/16,46216337
Pinus yunnanensis,100.1825633,26.90342675,inat,2020/4/4,41365677
Pinus yunnanensis,100.1825633,26.90342675,inat,2020/4/4,41365640
Pinus yunnanensis,100.1825633,26.90342675,inat,2020/4/4,41365624
Pinus yunnanensis,102.829315,25.10955772,inat,2020/3/23,40690737
Pinus yunnanensis,99.25784818,26.32410117,inat,2012/1/19,37860010
Pinus tabuliformis,14.41638889,50.11888889,inat,2018/3/25,36763752
Pinus yunnanensis,102.9014371,24.76014703,inat,2019/11/18,35875126
Pinus tabuliformis,116.4733212,39.97278999,inat,2013/9/30,35858948
Pinus tabuliformis,14.47828632,46.04950254,inat,2019/10/7,34000506
Pinus tabuliformis,116.26835,39.99968,inat,2019/9/21,33240323
Pinus yunnanensis,99.04684994,28.26354973,inat,2018/11/7,33016012
Pinus tabuliformis,116.55867,40.43216667,inat,2019/5/27,25863324
Pinus tabuliformis,-76.92233599,38.98572179,inat,2019/4/16,22572294
Pinus tabuliformis,116.2633329,39.99826885,inat,2019/1/6,19462310
Pinus tabuliformis,116.2633965,39.9986255,inat,2019/1/6,19462300
Pinus tabuliformis,116.273043,39.99725418,inat,2019/1/6,19461876
Pinus tabuliformis,116.272998,39.9972735,inat,2019/1/6,19461867
Pinus tabuliformis,116.319405,40.00473888,inat,2019/1/4,19410996
Pinus tabuliformis,117.27613,36.45975833,inat,2018/10/3,17156785
Pinus tabuliformis,116.0137524,40.35789252,inat,2018/8/24,15861807
Pinus tabuliformis,114.143649,22.599668,inat,2018/7/17,14463402
Pinus tabuliformis,116.3842463,39.90492873,inat,2018/4/17,11104865
Pinus yunnanensis,-123.809352,39.409221,inat,2017/10/29,8627591
Pinus tabuliformis,116.4073963,39.9041999,inat,2017/10/18,8601027
Pinus tabuliformis,116.2090616,39.99334109,inat,2017/8/26,7652110
Pinus tabuliformis,174.6336722,-36.87608778,inat,2017/7/8,6964715
Pinus tabuliformis,116.8741517,40.37044522,inat,2017/5/25,6722512
Pinus tabuliformis,121.141889,31.058886,inat,2017/6/3,6558670
Pinus tabuliformis,121.141889,31.058886,inat,2017/6/3,6495781
Pinus yunnanensis,100.2318726,26.87415123,inat,2003/1/5,2415
Pinus tabuliformis,101.61649,34.73421,,,
Pinus tabuliformis,101.798976,36.661295,,,
Pinus tabuliformis,101.855632,36.873167,,,
Pinus tabuliformis,101.933372,35.270702,,,
Pinus tabuliformis,101.968918,30.066271,,,
Pinus tabuliformis,102.03598,36.5243,,,
Pinus tabuliformis,102.193279,28.55241,,,
Pinus tabuliformis,102.210102,31.895631,,,
Pinus tabuliformis,102.249241,27.863816,,,
Pinus tabuliformis,102.251473,29.912835,,,
Pinus tabuliformis,102.558746,32.772409,,,
Pinus tabuliformis,102.741566,30.060329,,,
Pinus tabuliformis,102.819843,30.359693,,,
Pinus tabuliformis,102.964382,33.583449,,,
Pinus tabuliformis,103.22175,34.05587,,,
Pinus tabuliformis,103.267536,36.739022,,,
Pinus tabuliformis,103.70894,35.36973,,,
Pinus tabuliformis,103.71878,36.10396,,,
Pinus tabuliformis,103.71678,36.10496,,,
Pinus tabuliformis,103.861656,31.676174,,,
Pinus tabuliformis,104.123268,35.827974,,,
Pinus tabuliformis,104.433632,36.049408,,,
Pinus tabuliformis,104.604634,35.578769,,,
Pinus tabuliformis,104.882784,34.718617,,,
Pinus tabuliformis,104.911886,33.386235,,,
Pinus tabuliformis,105.736713,38.871657,,,
Pinus tabuliformis,105.882282,32.657876,,,
Pinus tabuliformis,105.88965,34.57024,,,
Pinus tabuliformis,105.91919,38.50808,,,
Pinus tabuliformis,105.993217,36.27301,,,
Pinus tabuliformis,106.001381,34.81728,,,
Pinus tabuliformis,106.002518,34.361752,,,
Pinus tabuliformis,106.013031,38.841042,,,
Pinus tabuliformis,106.08785,33.76884,,,
Pinus tabuliformis,106.207591,35.987035,,,
Pinus tabuliformis,106.260463,35.685814,,,
Pinus tabuliformis,106.265259,38.548165,,,
Pinus tabuliformis,106.438991,35.981444,,,
Pinus tabuliformis,106.4666,35.46615,,,
Pinus tabuliformis,106.692902,35.99398,,,
Pinus tabuliformis,106.714951,39.429241,,,
Pinus tabuliformis,106.745235,35.552934,,,
Pinus tabuliformis,106.778893,33.717552,,,
Pinus tabuliformis,106.833458,32.329498,,,
Pinus tabuliformis,107.074471,32.989084,,,
Pinus tabuliformis,107.20919,34.580612,,,
Pinus tabuliformis,107.336254,34.06361,,,
Pinus tabuliformis,107.352219,33.105491,,,
Pinus tabuliformis,107.368355,37.824565,,,
Pinus tabuliformis,107.416229,40.754311,,,
Pinus tabuliformis,107.686592,35.728668,,,
Pinus tabuliformis,107.692119,35.733206,,,
Pinus tabuliformis,108.069176,34.260654,,,
Pinus tabuliformis,108.06926,34.263802,,,
Pinus tabuliformis,108.45295,33.432434,,,
Pinus tabuliformis,108.515099,41.563751,,,
Pinus tabuliformis,108.577377,35.877552,,,
Pinus tabuliformis,108.649979,34.258529,,,
Pinus tabuliformis,108.649979,31.946919,,,
Pinus tabuliformis,109.000511,34.022645,,,
Pinus tabuliformis,109.131661,33.421842,,,
Pinus tabuliformis,109.32897,36.86373,,,
Pinus tabuliformis,109.32897,36.86373,,,
Pinus tabuliformis,109.366665,32.827096,,,
Pinus tabuliformis,109.366665,32.379961,,,
Pinus tabuliformis,109.4217,36.628391,,,
Pinus tabuliformis,109.466705,34.492802,,,
Pinus tabuliformis,109.573689,31.386322,,,
Pinus tabuliformis,109.67538,37.14258,,,
Pinus tabuliformis,109.722519,30.606558,,,
Pinus tabuliformis,109.7719,34.51259,,,
Pinus tabuliformis,109.7719,34.51259,,,
Pinus tabuliformis,109.815437,30.187571,,,
Pinus tabuliformis,109.838791,35.58429,,,
Pinus tabuliformis,109.861137,40.65654,,,
Pinus tabuliformis,109.89109,33.562138,,,
Pinus tabuliformis,109.939502,33.857624,,,
Pinus tabuliformis,109.94416,39.087589,,,
Pinus tabuliformis,110.079742,34.531349,,,
Pinus tabuliformis,110.138969,34.060481,,,
Pinus tabuliformis,110.524239,40.557343,,,
Pinus tabuliformis,110.678158,31.749263,,,
Pinus tabuliformis,110.886276,39.645626,,,
Pinus tabuliformis,110.909042,34.124595,,,
Pinus tabuliformis,110.92388,31.062394,,,
Pinus tabuliformis,110.949383,36.693819,,,
Pinus tabuliformis,111.130571,38.456681,,,
Pinus tabuliformis,111.13562,40.723022,,,
Pinus tabuliformis,111.13762,40.733022,,,
Pinus tabuliformis,111.143532,37.326489,,,
Pinus tabuliformis,111.15081,37.51761,,,
Pinus tabuliformis,111.207562,39.899728,,,
Pinus tabuliformis,111.228933,37.892941,,,
Pinus tabuliformis,111.268587,31.87876,,,
Pinus tabuliformis,111.392891,33.760151,,,
Pinus tabuliformis,111.57296,38.70427,,,
Pinus tabuliformis,111.577063,36.093361,,,
Pinus tabuliformis,111.57873,36.08301,,,
Pinus tabuliformis,111.62299,40.80772,,,
Pinus tabuliformis,111.701946,35.75912,,,
Pinus tabuliformis,111.736107,33.618031,,,
Pinus tabuliformis,111.786919,33.019028,,,
Pinus tabuliformis,111.815157,38.91568,,,
Pinus tabuliformis,111.922188,37.015438,,,
Pinus tabuliformis,112.016945,34.107541,,,
Pinus tabuliformis,112.142086,37.57159,,,
Pinus tabuliformis,112.185431,35.700383,,,
Pinus tabuliformis,112.185774,35.699407,,,
Pinus tabuliformis,112.295466,33.702555,,,
Pinus tabuliformis,112.442009,37.709122,,,
Pinus tabuliformis,112.440009,37.710122,,,
Pinus tabuliformis,112.51078,34.70431,,,
Pinus tabuliformis,112.58728,33.00259,,,
Pinus tabuliformis,112.614327,37.403574,,,
Pinus tabuliformis,112.890701,33.706063,,,
Pinus tabuliformis,112.942314,34.631813,,,
Pinus tabuliformis,113.11649,36.19581,,,
Pinus tabuliformis,113.157349,33.1506,,,
Pinus tabuliformis,113.213158,40.017365,,,
Pinus tabuliformis,113.230591,39.126598,,,
Pinus tabuliformis,113.234798,35.264202,,,
Pinus tabuliformis,113.236084,35.762393,,,
Pinus tabuliformis,113.295822,38.721412,,,
Pinus tabuliformis,113.362856,37.091404,,,
Pinus tabuliformis,113.479167,35.229986,,,
Pinus tabuliformis,113.533737,34.73518,,,
Pinus tabuliformis,113.568031,39.303974,,,
Pinus tabuliformis,113.571281,38.972832,,,
Pinus tabuliformis,113.725868,36.16597,,,
Pinus tabuliformis,113.831062,35.538093,,,
Pinus tabuliformis,113.84913,36.810807,,,
Pinus tabuliformis,113.930359,40.07373,,,
Pinus tabuliformis,113.981712,35.051052,,,
Pinus tabuliformis,114.048042,32.11782,,,
Pinus tabuliformis,114.163551,40.11512,,,
Pinus tabuliformis,114.209061,39.386591,,,
Pinus tabuliformis,114.34816,34.78861,,,
Pinus tabuliformis,114.400635,36.698705,,,
Pinus tabuliformis,114.417213,38.108063,,,
Pinus tabuliformis,114.544144,37.101741,,,
Pinus tabuliformis,114.668427,37.992916,,,
Pinus tabuliformis,114.841118,31.629999,,,
Pinus tabuliformis,114.925041,40.668949,,,
Pinus tabuliformis,114.925041,40.668949,,,
Pinus tabuliformis,114.976349,40.046921,,,
Pinus tabuliformis,115.21962,40.38003,,,
Pinus tabuliformis,115.22062,40.39003,,,
Pinus tabuliformis,115.356445,40.980935,,,
Pinus tabuliformis,115.49846,39.34926,,,
Pinus tabuliformis,115.500023,40.000215,,,
Pinus tabuliformis,115.528313,38.868061,,,
Pinus tabuliformis,115.551422,35.308762,,,
Pinus tabuliformis,115.57298,35.07095,,,
Pinus tabuliformis,115.77943,28.762016,,,
Pinus tabuliformis,115.847398,39.59538,,,
Pinus tabuliformis,115.97503,40.45678,,,
Pinus tabuliformis,115.97503,40.45678,,,
Pinus tabuliformis,115.975328,40.456091,,,
Pinus tabuliformis,116.00193,40.205181,,,
Pinus tabuliformis,116.03966,29.643099,,,
Pinus tabuliformis,116.086479,39.870811,,,
Pinus tabuliformis,116.139312,36.116965,,,
Pinus tabuliformis,116.257668,36.370433,,,
Pinus tabuliformis,116.449585,40.535786,,,
Pinus tabuliformis,116.59649,35.4082,,,
Pinus tabuliformis,116.59649,35.4082,,,
Pinus tabuliformis,116.606842,40.91531,,,
Pinus tabuliformis,116.610764,40.178226,,,
Pinus tabuliformis,116.615067,36.284135,,,
Pinus tabuliformis,116.651115,40.398746,,,
Pinus tabuliformis,116.75199,36.55358,,,
Pinus tabuliformis,116.759941,41.160702,,,
Pinus tabuliformis,116.760994,40.627995,,,
Pinus tabuliformis,116.920259,40.248008,,,
Pinus tabuliformis,117.00385,35.40522,,,
Pinus tabuliformis,117.03424,30.51227,,,
Pinus tabuliformis,117.13526,36.19198,,,
Pinus tabuliformis,117.13326,36.19398,,,
Pinus tabuliformis,117.236748,36.430367,,,
Pinus tabuliformis,117.25216,35.66471,,,
Pinus tabuliformis,117.335371,39.648163,,,
Pinus tabuliformis,117.344981,40.04562,,,
Pinus tabuliformis,117.379204,40.6353,,,
Pinus tabuliformis,117.394066,40.953715,,,
Pinus tabuliformis,117.4613,35.09963,,,
Pinus tabuliformis,117.50076,40.41727,,,
Pinus tabuliformis,117.512848,36.37886,,,
Pinus tabuliformis,117.512848,36.37886,,,
Pinus tabuliformis,117.545471,43.248422,,,
Pinus tabuliformis,117.564011,36.641427,,,
Pinus tabuliformis,117.73897,41.31381,,,
Pinus tabuliformis,117.76016,41.93846,,,
Pinus tabuliformis,117.777557,40.859525,,,
Pinus tabuliformis,117.892242,42.119911,,,
Pinus tabuliformis,117.94532,36.565622,,,
Pinus tabuliformis,117.952591,41.01659,,,
Pinus tabuliformis,118.05772,30.281787,,,
Pinus tabuliformis,118.152123,36.236797,,,
Pinus tabuliformis,118.171783,40.764874,,,
Pinus tabuliformis,118.177483,39.605492,,,
Pinus tabuliformis,118.262169,34.921291,,,
Pinus tabuliformis,118.437912,35.647503,,,
Pinus tabuliformis,118.4505,41.00174,,,
Pinus tabuliformis,118.45211,36.85462,,,
Pinus tabuliformis,118.483432,39.286035,,,
Pinus tabuliformis,118.496475,39.554354,,,
Pinus tabuliformis,118.543,36.51231,,,
Pinus tabuliformis,118.691437,42.338772,,,
Pinus tabuliformis,118.70065,41.01797,,,
Pinus tabuliformis,118.712307,41.015973,,,
Pinus tabuliformis,118.83687,35.57997,,,
Pinus tabuliformis,119.006312,42.277342,,,
Pinus tabuliformis,119.170181,41.57085,,,
Pinus tabuliformis,119.177628,35.572449,,,
Pinus tabuliformis,119.24444,39.87634,,,
Pinus tabuliformis,119.39862,36.85884,,,
Pinus tabuliformis,119.48458,39.83507,,,
Pinus tabuliformis,119.74048,41.12738,,,
Pinus tabuliformis,120.108078,36.570232,,,
Pinus tabuliformis,120.200111,36.342112,,,
Pinus tabuliformis,120.44715,36.38932,,,
Pinus tabuliformis,120.46803,36.10811,,,
Pinus tabuliformis,120.49118,37.547027,,,
Pinus tabuliformis,120.626342,37.738585,,,
Pinus tabuliformis,120.683441,37.063396,,,
Pinus tabuliformis,120.84956,37.33592,,,
Pinus tabuliformis,121.358429,38.895691,,,
Pinus tabuliformis,121.578266,42.00025,,,
Pinus tabuliformis,121.719782,41.608548,,,
Pinus tabuliformis,121.80999,39.017335,,,
Pinus tabuliformis,121.851891,41.93792,,,
Pinus tabuliformis,122.038579,46.080082,,,
Pinus tabuliformis,122.080421,37.447061,,,
Pinus tabuliformis,122.25615,43.62244,,,
Pinus tabuliformis,122.95412,41.06462,,,
Pinus tabuliformis,123.726105,42.025501,,,
Pinus tabuliformis,123.81895,41.31877,,,
Pinus tabuliformis,123.816945,41.308756,,,
Pinus tabuliformis,123.821495,41.30977,,,
Pinus tabuliformis,123.868179,42.283131,,,
Pinus tabuliformis,124.038091,42.546315,,,
Pinus tabuliformis,124.078857,40.453461,,,
Pinus tabuliformis,124.742889,40.767542,,,
Pinus tabuliformis,125.117233,41.372044,,,
Pinus tabuliformis,126.064583,42.946033,,,
Pinus tabuliformis,126.395651,41.955983,,,
Pinus tabuliformis,126.615715,43.878098,,,
Pinus tabuliformis,128.215967,41.525298,,,
Pinus tabuliformis,129.503845,42.910789,,,
Pinus tabuliformis,129.769478,43.285578,,,
Pinus tabuliformis,88.024564,44.1537,,,
Pinus tabuliformis,81.27725,43.9095,,,
Pinus tabuliformis,86.07893,44.30653,,,
Pinus tabuliformis,88.31104,43.36378,,,
Pinus tabuliformis,82.792625,43.993308,,,
Pinus tabuliformis,83.540039,44.496995,,,
Pinus tabuliformis,85.380249,44.74338,,,
Pinus tabuliformis,86.511841,44.602752,,,
Pinus tabuliformis,87.676048,42.75155,,,
Pinus tabuliformis,89.522438,43.425497,,,
