No.,Site,Site name,Longitude (°E),Latitude (°N),Elevation (m),Pinus松属,Pinus Diploxylon松属(双维管束),Pinus Haploxylon松属(单维管束),Pinus + Picea松属+云衫属,Pinus + Picea + Abies松属+云杉属+冷杉属,Pinus koraiensis红松,Pinus pumila偃松,Pinus sylvestris var mongolica樟子松
1424,黑河盆地 054,Heihe River Basin 054,101.900 ,38.260 ,2023 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1425,黑河盆地 055,Heihe River Basin 055,99.740 ,38.880 ,2143 ,0.00 ,0.00 ,0.00 ,2.70 ,0.00 ,0.00 ,0.00 ,0.00 
1426,黑河盆地 056,Heihe River Basin 056,99.720 ,38.930 ,2287 ,0.00 ,0.00 ,0.00 ,1.99 ,0.00 ,0.00 ,0.00 ,0.00 
1427,黑河盆地 057,Heihe River Basin 057,100.830 ,38.430 ,2300 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1428,黑河盆地 058,Heihe River Basin 058,100.910 ,38.450 ,2300 ,0.00 ,0.00 ,0.00 ,1.43 ,0.00 ,0.00 ,0.00 ,0.00 
1429,黑河盆地 059,Heihe River Basin 059,101.550 ,37.180 ,2760 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1430,黑河盆地 060,Heihe River Basin 060,101.490 ,37.240 ,2890 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1431,黑河盆地 061,Heihe River Basin 061,101.400 ,37.580 ,3143 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1432,黑河盆地 062,Heihe River Basin 062,100.510 ,39.080 ,1490 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1433,黑河盆地 063,Heihe River Basin 063,100.080 ,39.120 ,1535 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1434,黑河盆地 064,Heihe River Basin 064,100.270 ,38.950 ,1547 ,0.00 ,0.00 ,0.00 ,1.39 ,0.00 ,0.00 ,0.00 ,0.00 
1435,黑河盆地 065,Heihe River Basin 065,100.720 ,38.890 ,1548 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1436,黑河盆地 066,Heihe River Basin 066,100.720 ,38.890 ,1548 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1437,黑河盆地 067,Heihe River Basin 067,100.610 ,38.790 ,1576 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1438,黑河盆地 068,Heihe River Basin 068,102.310 ,38.100 ,1724 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1439,黑河盆地 069,Heihe River Basin 069,101.010 ,38.820 ,1740 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1440,黑河盆地 070,Heihe River Basin 070,97.710 ,39.940 ,1783 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1441,黑河盆地 071,Heihe River Basin 071,100.030 ,39.020 ,1825 ,0.00 ,0.00 ,0.00 ,1.35 ,0.00 ,0.00 ,0.00 ,0.00 
1442,黑河盆地 072,Heihe River Basin 072,97.950 ,39.840 ,1869 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1443,黑河盆地 073,Heihe River Basin 073,100.790 ,39.180 ,1889 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1444,黑河盆地 074,Heihe River Basin 074,99.840 ,38.960 ,2022 ,0.00 ,0.00 ,0.00 ,1.37 ,0.00 ,0.00 ,0.00 ,0.00 
1445,黑河盆地 075,Heihe River Basin 075,99.800 ,38.960 ,2094 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1446,黑河盆地 076,Heihe River Basin 076,101.740 ,38.300 ,2152 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1447,黑龙江-阿穆尔 HLJ-01,Heilongjiang HLJ-01,127.296 ,50.540 ,123 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1448,黑龙江-阿穆尔 HLJ-02,Heilongjiang HLJ-02,127.207 ,50.746 ,175 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1449,黑龙江-阿穆尔 HLJ-03,Heilongjiang HLJ-03,127.198 ,50.584 ,205 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1450,黑龙江-阿穆尔 HLJ-04,Heilongjiang HLJ-04,127.253 ,50.317 ,235 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1451,黑龙江-阿穆尔 HLJ-06-1,Heilongjiang HLJ-06-1,126.119 ,48.722 ,380 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1452,黑龙江-阿穆尔 HLJ-06-2,Heilongjiang HLJ-06-2,126.119 ,48.722 ,380 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1453,黑龙江-阿穆尔 HLJ-07,Heilongjiang HLJ-07,126.121 ,48.709 ,337 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1454,黑龙江-阿穆尔 HLJ-09,Heilongjiang HLJ-09,126.759 ,47.994 ,314 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1455,黑龙江-阿穆尔 HLJ-11,Heilongjiang HLJ-11,128.445 ,47.434 ,390 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1456,黑龙江-阿穆尔 HLJ-12,Heilongjiang HLJ-12,128.913 ,47.703 ,283 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1457,黑龙江-阿穆尔 HLJ-14,Heilongjiang HLJ-14,129.717 ,47.410 ,313 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1458,黑龙江-阿穆尔 HLJ-15,Heilongjiang HLJ-15,130.101 ,47.364 ,226 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1459,黑龙江-阿穆尔 HLJ-16,Heilongjiang HLJ-16,132.424 ,46.749 ,62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1460,黑龙江-阿穆尔 HLJ-17,Heilongjiang HLJ-17,129.337 ,46.053 ,135 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1461,黑砂湾 1,Heishawan 1,113.560 ,22.110 ,0 ,10.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1462,黑砂湾 2,Heishawan 2,113.570 ,22.120 ,3 ,7.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1463,黑石顶 1,Heishiding 1,111.420 ,23.370 ,220 ,56.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1464,黑石顶 2,Heishiding 2,111.420 ,23.370 ,280 ,25.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1465,黑石顶 3,Heishiding 3,111.420 ,23.370 ,380 ,33.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1466,横断山 01,Hengduan Mt 01,101.857 ,30.149 ,3780 ,17.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1467,横断山 02,Hengduan Mt 02,101.873 ,30.184 ,3389 ,14.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1468,横断山 03,Hengduan Mt 03,101.797 ,30.078 ,4211 ,17.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1469,横断山 04,Hengduan Mt 04,100.210 ,29.472 ,4610 ,14.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1470,横断山 05,Hengduan Mt 05,100.196 ,29.461 ,4598 ,20.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1471,横断山 05-LC-01,Hengduan Mt 05-LC-01,92.392 ,29.781 ,4930 ,4.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1472,横断山 05-LC-02,Hengduan Mt 05-LC-02,92.390 ,29.794 ,5001 ,2.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1473,横断山 05-LC-03,Hengduan Mt 05-LC-03,92.392 ,29.790 ,5001 ,2.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1474,横断山 05-LC-04,Hengduan Mt 05-LC-04,93.916 ,30.007 ,3527 ,6.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1475,横断山 05-LC-05,Hengduan Mt 05-LC-05,94.433 ,29.813 ,4050 ,16.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1476,横断山 05-LC-06,Hengduan Mt 05-LC-06,94.456 ,29.825 ,4132 ,6.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1477,横断山 05-LC-07,Hengduan Mt 05-LC-07,94.610 ,29.768 ,4150 ,7.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1478,横断山 05-LC-08,Hengduan Mt 05-LC-08,94.608 ,29.758 ,4077 ,9.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1479,横断山 05-LC-09,Hengduan Mt 05-LC-09,96.665 ,29.486 ,3920 ,21.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1480,横断山 05-LC-10,Hengduan Mt 05-LC-10,96.716 ,29.654 ,4431 ,4.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1481,横断山 05-LC-11,Hengduan Mt 05-LC-11,99.550 ,30.307 ,4460 ,10.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1482,横断山 05-LC-12,Hengduan Mt 05-LC-12,99.558 ,30.319 ,4480 ,13.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1483,横断山 06,Hengduan Mt 06,100.189 ,29.455 ,4613 ,14.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1484,横断山 07,Hengduan Mt 07,99.635 ,27.901 ,3263 ,26.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1485,横断山 08,Hengduan Mt 08,99.977 ,27.826 ,3547 ,12.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1486,横断山 09,Hengduan Mt 09,99.737 ,27.496 ,3939 ,15.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1487,横断山 10,Hengduan Mt 10,99.732 ,27.497 ,3947 ,18.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1488,横断山 11,Hengduan Mt 11,99.733 ,27.496 ,3958 ,9.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1489,横断山 12,Hengduan Mt 12,99.915 ,27.183 ,3957 ,14.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1490,横断山 13,Hengduan Mt 13,100.141 ,26.876 ,2441 ,30.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1491,横断山 14,Hengduan Mt 14,100.164 ,26.979 ,3085 ,26.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1492,横断山 15,Hengduan Mt 15,99.918 ,26.488 ,2189 ,14.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1493,横断山 16,Hengduan Mt 16,100.118 ,25.918 ,1967 ,19.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1494,横断山 17,Hengduan Mt 17,100.272 ,25.642 ,1960 ,27.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1495,横断山 19,Hengduan Mt 19,100.645 ,25.682 ,1620 ,12.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1496,横断山 20,Hengduan Mt 20,100.679 ,26.492 ,1504 ,39.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1497,横断山 21,Hengduan Mt 21,100.739 ,27.726 ,2746 ,25.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1498,横断山 22,Hengduan Mt 22,100.727 ,27.735 ,2770 ,24.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1499,横断山 23,Hengduan Mt 23,100.720 ,27.740 ,2777 ,16.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1500,横断山 24,Hengduan Mt 24,100.749 ,27.712 ,2700 ,34.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1501,横断山 25,Hengduan Mt 25,102.293 ,27.817 ,1500 ,28.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1502,横断山 26,Hengduan Mt 26,101.406 ,29.153 ,3705 ,14.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1503,横断山 27,Hengduan Mt 27,101.449 ,29.139 ,4398 ,19.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1504,横断山 28,Hengduan Mt 28,101.445 ,29.137 ,4408 ,25.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1505,横断山 29,Hengduan Mt 29,101.440 ,29.136 ,4590 ,33.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1506,横断山 30,Hengduan Mt 30,101.438 ,29.134 ,4631 ,33.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1507,横断山 31,Hengduan Mt 31,101.330 ,29.328 ,3600 ,18.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1508,横断山 32,Hengduan Mt 32,101.330 ,29.326 ,3603 ,26.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1509,衡昆高速,Hengkungaosu,112.580 ,26.810 ,80 ,25.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1510,和桥,Heqiao,119.900 ,31.500 ,51 ,0.00 ,4.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1511,鹤庆,Heqing,100.160 ,26.460 ,2324 ,72.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1512,河源,Heyuan,114.590 ,23.710 ,50 ,63.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1513,合作 1,Hezuo 1,102.460 ,34.620 ,3002 ,0.00 ,13.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1514,合作 2,Hezuo 2,102.750 ,34.810 ,2996 ,0.00 ,3.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1515,合作 3,Hezuo 3,102.750 ,34.810 ,2996 ,0.00 ,22.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1516,合作 4,Hezuo 4,102.870 ,34.940 ,3147 ,0.00 ,63.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1517,香港 1,Hongkong 1,113.750 ,22.270 ,-30 ,64.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1518,香港 2,Hongkong 2,114.030 ,22.270 ,-30 ,48.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1519,香港 3,Hongkong 3,114.300 ,22.250 ,-25 ,65.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1520,香港 4,Hongkong 4,114.350 ,22.280 ,-35 ,21.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1521,香港 5,Hongkong 5,114.330 ,22.380 ,-15 ,18.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1522,香港 6,Hongkong 6,114.330 ,22.370 ,-20 ,74.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1523,香港 7,Hongkong 7,114.320 ,22.380 ,-18 ,6.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1524,香港 z01,Hongkong z01,114.250 ,22.430 ,-13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1525,香港 z02,Hongkong z02,114.170 ,22.270 ,-15 ,41.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1526,香港 z03,Hongkong z03,114.270 ,22.250 ,-13 ,83.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1527,香港 z04,Hongkong z04,114.320 ,22.130 ,-33 ,83.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1528,香港 z05,Hongkong z05,114.400 ,22.530 ,-18 ,66.68 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1529,香港 z06,Hongkong z06,113.900 ,22.370 ,-19 ,22.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1530,香港 z07,Hongkong z07,114.470 ,22.380 ,-22 ,46.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1531,香港 z08,Hongkong z08,114.220 ,22.450 ,-9 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1532,香港 z09,Hongkong z09,113.980 ,22.330 ,-14 ,64.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1533,香港 z10,Hongkong z10,114.220 ,22.130 ,-26 ,47.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1534,香港 z11,Hongkong z11,114.150 ,22.120 ,-24 ,62.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1535,香港 z12,Hongkong z12,114.420 ,22.320 ,-26 ,66.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1536,香港 z13,Hongkong z13,114.180 ,22.280 ,-17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1537,香港 z14,Hongkong z14,114.420 ,22.130 ,-31 ,40.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1538,香港 z15,Hongkong z15,114.050 ,22.150 ,-23 ,76.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1539,香港 z16,Hongkong z16,114.120 ,22.300 ,-8 ,19.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1540,香港 z17,Hongkong z17,114.020 ,22.330 ,-16 ,60.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1541,香港 z18,Hongkong z18,114.220 ,22.280 ,-30 ,15.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1542,香港 z19,Hongkong z19,114.230 ,22.350 ,100 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1543,香港 z20,Hongkong z20,114.020 ,22.150 ,-18 ,73.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1544,香港 z21,Hongkong z21,114.130 ,22.280 ,-10 ,51.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1545,香港 z22,Hongkong z22,114.350 ,22.200 ,-29 ,37.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1546,香港 z23,Hongkong z23,114.080 ,22.270 ,-9 ,76.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1547,宏升,Hongshen,123.400 ,46.400 ,149 ,0.00 ,3.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1548,红原,Hongyuan,102.530 ,32.800 ,3500 ,1.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1549,红原 01,Hongyuan 01,102.500 ,32.670 ,3400 ,0.00 ,0.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1550,红原 02,Hongyuan 02,102.500 ,32.670 ,3400 ,0.00 ,7.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1551,红原 03,Hongyuan 03,102.500 ,32.670 ,3400 ,0.00 ,17.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1552,红原 04,Hongyuan 04,102.500 ,32.670 ,3400 ,0.00 ,1.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1553,红原 05,Hongyuan 05,102.500 ,32.670 ,3400 ,0.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1554,红原 06,Hongyuan 06,102.500 ,32.670 ,3400 ,0.00 ,5.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1555,红原 07,Hongyuan 07,102.500 ,32.670 ,3400 ,0.00 ,10.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1556,红原 08,Hongyuan 08,102.500 ,32.670 ,3400 ,0.00 ,6.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1557,红原 09,Hongyuan 09,102.500 ,32.670 ,3400 ,0.00 ,2.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1558,红原 10,Hongyuan 10,102.500 ,32.670 ,3400 ,0.00 ,1.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1559,花江 XD-1,Huajiang XD-1,105.657 ,25.685 ,682 ,11.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1560,花江 XD-2,Huajiang XD-2,105.687 ,25.677 ,784 ,23.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1561,花江 XD-3,Huajiang XD-3,105.675 ,25.677 ,784 ,19.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1562,花江 XD-4,Huajiang XD-4,105.664 ,25.666 ,729 ,10.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1563,黄家堡,Huangjiapu,115.150 ,40.567 ,605 ,19.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1564,黄浦,Huangpu,113.150 ,22.930 ,6 ,2.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1565,湟水,Huangshui,101.230 ,36.590 ,2732 ,0.00 ,1.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1566,花坪 01,Huaping 01,109.900 ,25.600 ,1113 ,3.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1567,花坪 02,Huaping 02,109.900 ,25.610 ,793 ,2.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1568,花坪 03,Huaping 03,109.890 ,25.590 ,1315 ,33.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1569,花坪 04,Huaping 04,109.900 ,25.600 ,1052 ,2.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1570,花坪 05,Huaping 05,109.890 ,25.590 ,1329 ,56.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1571,花坪 06,Huaping 06,109.900 ,25.600 ,950 ,3.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1572,花坪 07,Huaping 07,109.900 ,25.600 ,970 ,1.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1573,花坪 08,Huaping 08,109.890 ,25.590 ,1318 ,26.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1574,花坪 09,Huaping 09,109.910 ,25.610 ,900 ,9.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1575,花坪 10,Huaping 10,109.910 ,25.610 ,870 ,1.68 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1576,花坪 11,Huaping 11,109.900 ,25.620 ,857 ,11.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1577,花坪 12,Huaping 12,109.890 ,25.620 ,740 ,2.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1578,花坪 13,Huaping 13,109.900 ,25.600 ,1202 ,34.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1579,花坪 14,Huaping 14,109.890 ,25.590 ,1276 ,63.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1580,花坪 15,Huaping 15,109.900 ,25.600 ,1237 ,52.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1581,花坪 16,Huaping 16,109.900 ,25.600 ,1180 ,1.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1582,花坪 17,Huaping 17,109.910 ,25.610 ,850 ,12.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1583,花坪 18,Huaping 18,109.900 ,25.600 ,1148 ,1.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1584,花坪 19,Huaping 19,109.890 ,25.590 ,1316 ,34.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1585,花坪 20,Huaping 20,109.900 ,25.610 ,800 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1586,花坪 21,Huaping 21,109.900 ,25.600 ,934 ,5.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
